Series_reference,Period,Value,Unit,Series_name,Group,RBNZ_seriesID
SNEQ.SG15ALE00000B910000S500N,2000.12,433,%,Household net financial wealth,As a percentage of household disposable income,HHAL.QR3
DDEQ.SHA,2001.03,1421800,no,Number of households (at end of quarter),Housing stock,PDWEL.Q.H1.na
DDEQ.SKA,2001.03,1508600,no,Number of private dwellings (at end of quarter),Housing stock,PDWEL.Q.D1.na
SNEA.SG15AB01GE00ANA0000S900,2001.03,119839,NZDm,Expenditure GDP (annual),Nominal Gross Domestic Product (GDP),NATE.Y.E0Y.na
SNEA.SG15AB01GP00ANA0000S900,2001.03,119839,NZDm,Production GDP (annual),Nominal Gross Domestic Product (GDP),NATA.Y.G0.na
SNEA.SG15AB06NR00ANA0000S500,2001.03,66016,NZDm,Household disposable income (year ended),Household disposable income,HHAL.QC4rt12
SNEA.SG15AD041P00AFL0471S500,2001.03,5327,NZDm,Interest payments on housing loans (including rental properties),Memo item: Household debt servicing (year ended),HHAL.QD2.ZZH1rt12
SNEA.SG15AD041P00AFL0481S500,2001.03,1239,NZDm,Interest payments on consumer loans,Memo item: Household debt servicing (year ended),HHAL.QD2.ZZH2rt12
SNEA.SG15AD041P00ANA0000S500,2001.03,6566,NZDm,Total interest payments,Memo item: Household debt servicing (year ended),HHAL.QD2.ZZHrt12
SNEA.SG15AD041P00ANA0000S500N,2001.03,10,%,Total interest payments as a percentage of household disposable income,Memo item: Household debt servicing (year ended),HHAL.QR7.ZZHrt12
SNEQ.SG15AB01GE00ANA0000S900,2001.03,30687,NZDm,Expenditure GDP (quarterly),Nominal Gross Domestic Product (GDP),GDE.Q.EY.NA
SNEQ.SG15AB06NR00ANA0000S500,2001.03,16674,NZDm,Household disposable income (quarterly),Household disposable income,HHAL.QC4
SNEQ.SG15AD041P00AFL0471S500,2001.03,1361,NZDm,Interest payments on housing loans (including rental properties),Memo item: Household debt servicing (quarterly),HHAL.QD2.ZZH1
SNEQ.SG15AD041P00AFL0481S500,2001.03,323,NZDm,Interest payments on consumer loans,Memo item: Household debt servicing (quarterly),HHAL.QD2.ZZH2
SNEQ.SG15AD041P00ANA0000S500,2001.03,1684,NZDm,Total interest payments,Memo item: Household debt servicing (quarterly),HHAL.QD2.ZZH
SNEQ.SG15AD041P00ANA0000S500N,2001.03,10,%,Total interest payments as a percentage of household disposable income,Memo item: Household debt servicing (quarterly),HHAL.QR7.ZZH
SNEQ.SG15ALE00000AFA0000S500,2001.03,347270,NZDm,Household financial assets,Household net financial wealth,HHAL.QA
SNEQ.SG15ALE00000AFA0000S500N,2001.03,526,%,Household financial assets,As a percentage of household disposable income,HHAL.QR1
SNEQ.SG15ALE00000AFA0586S500,2001.03,139044,NZDm,Net equity in housing,Net equity in housing,HHAL.QC2
SNEQ.SG15ALE00000AFA0586S500N,2001.03,211,%,Net equity in housing,As a percentage of household disposable income,HHAL.QR5
SNEQ.SG15ALE00000AFL0000S500,2001.03,59433,NZDm,Household financial liabilities,Household net financial wealth,HHAL.QB
SNEQ.SG15ALE00000AFL0000S500N,2001.03,90,%,Household financial liabilities,As a percentage of household disposable income,HHAL.QR2
SNEQ.SG15ALE00000AFL0461S500,2001.03,47552,NZDm,Housing loans,Net equity in housing,HHAL.QB11
SNEQ.SG15ALE00000AFL7000S500,2001.03,78820,NZDm,Household financial liabilities (including rental properties),Memo item: Household debt including rental properties,HHAL.QM21
SNEQ.SG15ALE00000AFL7000S500N,2001.03,119,%,Household financial liabilities (including rental properties) as a percentage of household disposable income,Memo item: Household debt including rental properties,HHAL.QM23
SNEQ.SG15ALE00000AN60000S500,2001.03,186596,NZDm,Housing and land value,Household net wealth,HHAL.QC6
SNEQ.SG15ALE00000AN60000S500N,2001.03,283,%,Housing and land value,As a percentage of household disposable income,HHAL.QR4
SNEQ.SG15ALE00000B900000S500,2001.03,474433,NZDm,Household net wealth,Household net wealth,HHAL.QC3
SNEQ.SG15ALE00000B900000S500N,2001.03,719,%,Household net wealth,As a percentage of household disposable income,HHAL.QR6
SNEQ.SG15ALE00000B910000S500,2001.03,287837,NZDm,Household net financial wealth,Household net financial wealth,HHAL.QC5
SNEQ.SG15ALE00000B910000S500N,2001.03,436,%,Household net financial wealth,As a percentage of household disposable income,HHAL.QR3
DDEQ.SHA,2001.06,1425200,no,Number of households (at end of quarter),Housing stock,PDWEL.Q.H1.na
DDEQ.SKA,2001.06,1512800,no,Number of private dwellings (at end of quarter),Housing stock,PDWEL.Q.D1.na
SNEA.SG15AB06NR00ANA0000S500,2001.06,66796,NZDm,Household disposable income (year ended),Household disposable income,HHAL.QC4rt12
SNEA.SG15AD041P00AFL0471S500,2001.06,5380,NZDm,Interest payments on housing loans (including rental properties),Memo item: Household debt servicing (year ended),HHAL.QD2.ZZH1rt12
SNEA.SG15AD041P00AFL0481S500,2001.06,1272,NZDm,Interest payments on consumer loans,Memo item: Household debt servicing (year ended),HHAL.QD2.ZZH2rt12
SNEA.SG15AD041P00ANA0000S500,2001.06,6652,NZDm,Total interest payments,Memo item: Household debt servicing (year ended),HHAL.QD2.ZZHrt12
SNEA.SG15AD041P00ANA0000S500N,2001.06,10,%,Total interest payments as a percentage of household disposable income,Memo item: Household debt servicing (year ended),HHAL.QR7.ZZHrt12
SNEQ.SG15AB01GE00ANA0000S900,2001.06,31177,NZDm,Expenditure GDP (quarterly),Nominal Gross Domestic Product (GDP),GDE.Q.EY.NA
SNEQ.SG15AB06NR00ANA0000S500,2001.06,17213,NZDm,Household disposable income (quarterly),Household disposable income,HHAL.QC4
SNEQ.SG15AD041P00AFL0471S500,2001.06,1334,NZDm,Interest payments on housing loans (including rental properties),Memo item: Household debt servicing (quarterly),HHAL.QD2.ZZH1
SNEQ.SG15AD041P00AFL0481S500,2001.06,323,NZDm,Interest payments on consumer loans,Memo item: Household debt servicing (quarterly),HHAL.QD2.ZZH2
SNEQ.SG15AD041P00ANA0000S500,2001.06,1657,NZDm,Total interest payments,Memo item: Household debt servicing (quarterly),HHAL.QD2.ZZH
SNEQ.SG15AD041P00ANA0000S500N,2001.06,10,%,Total interest payments as a percentage of household disposable income,Memo item: Household debt servicing (quarterly),HHAL.QR7.ZZH
SNEQ.SG15ALE00000AFA0000S500,2001.06,350906,NZDm,Household financial assets,Household net financial wealth,HHAL.QA
SNEQ.SG15ALE00000AFA0000S500N,2001.06,525,%,Household financial assets,As a percentage of household disposable income,HHAL.QR1
SNEQ.SG15ALE00000AFA0586S500,2001.06,139717,NZDm,Net equity in housing,Net equity in housing,HHAL.QC2
SNEQ.SG15ALE00000AFA0586S500N,2001.06,209,%,Net equity in housing,As a percentage of household disposable income,HHAL.QR5
SNEQ.SG15ALE00000AFL0000S500,2001.06,61127,NZDm,Household financial liabilities,Household net financial wealth,HHAL.QB
SNEQ.SG15ALE00000AFL0000S500N,2001.06,92,%,Household financial liabilities,As a percentage of household disposable income,HHAL.QR2
SNEQ.SG15ALE00000AFL0461S500,2001.06,48461,NZDm,Housing loans,Net equity in housing,HHAL.QB11
SNEQ.SG15ALE00000AFL7000S500,2001.06,80883,NZDm,Household financial liabilities (including rental properties),Memo item: Household debt including rental properties,HHAL.QM21
SNEQ.SG15ALE00000AFL7000S500N,2001.06,121,%,Household financial liabilities (including rental properties) as a percentage of household disposable income,Memo item: Household debt including rental properties,HHAL.QM23
SNEQ.SG15ALE00000AN60000S500,2001.06,188178,NZDm,Housing and land value,Household net wealth,HHAL.QC6
SNEQ.SG15ALE00000AN60000S500N,2001.06,282,%,Housing and land value,As a percentage of household disposable income,HHAL.QR4
SNEQ.SG15ALE00000B900000S500,2001.06,477957,NZDm,Household net wealth,Household net wealth,HHAL.QC3
SNEQ.SG15ALE00000B900000S500N,2001.06,716,%,Household net wealth,As a percentage of household disposable income,HHAL.QR6
SNEQ.SG15ALE00000B910000S500,2001.06,289779,NZDm,Household net financial wealth,Household net financial wealth,HHAL.QC5
SNEQ.SG15ALE00000B910000S500N,2001.06,434,%,Household net financial wealth,As a percentage of household disposable income,HHAL.QR3
DDEQ.SHA,2001.09,1429400,no,Number of households (at end of quarter),Housing stock,PDWEL.Q.H1.na
DDEQ.SKA,2001.09,1517000,no,Number of private dwellings (at end of quarter),Housing stock,PDWEL.Q.D1.na
SNEA.SG15AB06NR00ANA0000S500,2001.09,67815,NZDm,Household disposable income (year ended),Household disposable income,HHAL.QC4rt12
SNEA.SG15AD041P00AFL0471S500,2001.09,5358,NZDm,Interest payments on housing loans (including rental properties),Memo item: Household debt servicing (year ended),HHAL.QD2.ZZH1rt12
SNEA.SG15AD041P00AFL0481S500,2001.09,1295,NZDm,Interest payments on consumer loans,Memo item: Household debt servicing (year ended),HHAL.QD2.ZZH2rt12
SNEA.SG15AD041P00ANA0000S500,2001.09,6653,NZDm,Total interest payments,Memo item: Household debt servicing (year ended),HHAL.QD2.ZZHrt12
SNEA.SG15AD041P00ANA0000S500N,2001.09,10,%,Total interest payments as a percentage of household disposable income,Memo item: Household debt servicing (year ended),HHAL.QR7.ZZHrt12
SNEQ.SG15AB01GE00ANA0000S900,2001.09,30156,NZDm,Expenditure GDP (quarterly),Nominal Gross Domestic Product (GDP),GDE.Q.EY.NA
SNEQ.SG15AB06NR00ANA0000S500,2001.09,17434,NZDm,Household disposable income (quarterly),Household disposable income,HHAL.QC4
SNEQ.SG15AD041P00AFL0471S500,2001.09,1315,NZDm,Interest payments on housing loans (including rental properties),Memo item: Household debt servicing (quarterly),HHAL.QD2.ZZH1
SNEQ.SG15AD041P00AFL0481S500,2001.09,326,NZDm,Interest payments on consumer loans,Memo item: Household debt servicing (quarterly),HHAL.QD2.ZZH2
SNEQ.SG15AD041P00ANA0000S500,2001.09,1641,NZDm,Total interest payments,Memo item: Household debt servicing (quarterly),HHAL.QD2.ZZH
SNEQ.SG15AD041P00ANA0000S500N,2001.09,9,%,Total interest payments as a percentage of household disposable income,Memo item: Household debt servicing (quarterly),HHAL.QR7.ZZH
SNEQ.SG15ALE00000AFA0000S500,2001.09,354094,NZDm,Household financial assets,Household net financial wealth,HHAL.QA
SNEQ.SG15ALE00000AFA0000S500N,2001.09,522,%,Household financial assets,As a percentage of household disposable income,HHAL.QR1
SNEQ.SG15ALE00000AFA0586S500,2001.09,141424,NZDm,Net equity in housing,Net equity in housing,HHAL.QC2
SNEQ.SG15ALE00000AFA0586S500N,2001.09,209,%,Net equity in housing,As a percentage of household disposable income,HHAL.QR5
SNEQ.SG15ALE00000AFL0000S500,2001.09,61987,NZDm,Household financial liabilities,Household net financial wealth,HHAL.QB
SNEQ.SG15ALE00000AFL0000S500N,2001.09,91,%,Household financial liabilities,As a percentage of household disposable income,HHAL.QR2
SNEQ.SG15ALE00000AFL0461S500,2001.09,49126,NZDm,Housing loans,Net equity in housing,HHAL.QB11
SNEQ.SG15ALE00000AFL7000S500,2001.09,82019,NZDm,Household financial liabilities (including rental properties),Memo item: Household debt including rental properties,HHAL.QM21
SNEQ.SG15ALE00000AFL7000S500N,2001.09,121,%,Household financial liabilities (including rental properties) as a percentage of household disposable income,Memo item: Household debt including rental properties,HHAL.QM23
SNEQ.SG15ALE00000AN60000S500,2001.09,190550,NZDm,Housing and land value,Household net wealth,HHAL.QC6
SNEQ.SG15ALE00000AN60000S500N,2001.09,281,%,Housing and land value,As a percentage of household disposable income,HHAL.QR4
SNEQ.SG15ALE00000B900000S500,2001.09,482657,NZDm,Household net wealth,Household net wealth,HHAL.QC3
SNEQ.SG15ALE00000B900000S500N,2001.09,712,%,Household net wealth,As a percentage of household disposable income,HHAL.QR6
SNEQ.SG15ALE00000B910000S500,2001.09,292107,NZDm,Household net financial wealth,Household net financial wealth,HHAL.QC5
SNEQ.SG15ALE00000B910000S500N,2001.09,431,%,Household net financial wealth,As a percentage of household disposable income,HHAL.QR3
DDEQ.SHA,2001.12,1434200,no,Number of households (at end of quarter),Housing stock,PDWEL.Q.H1.na
DDEQ.SKA,2001.12,1521800,no,Number of private dwellings (at end of quarter),Housing stock,PDWEL.Q.D1.na
SNEA.SG15AB06NR00ANA0000S500,2001.12,68915,NZDm,Household disposable income (year ended),Household disposable income,HHAL.QC4rt12
SNEA.SG15AD041P00AFL0471S500,2001.12,5285,NZDm,Interest payments on housing loans (including rental properties),Memo item: Household debt servicing (year ended),HHAL.QD2.ZZH1rt12
SNEA.SG15AD041P00AFL0481S500,2001.12,1307,NZDm,Interest payments on consumer loans,Memo item: Household debt servicing (year ended),HHAL.QD2.ZZH2rt12
SNEA.SG15AD041P00ANA0000S500,2001.12,6592,NZDm,Total interest payments,Memo item: Household debt servicing (year ended),HHAL.QD2.ZZHrt12
SNEA.SG15AD041P00ANA0000S500N,2001.12,10,%,Total interest payments as a percentage of household disposable income,Memo item: Household debt servicing (year ended),HHAL.QR7.ZZHrt12
SNEQ.SG15AB01GE00ANA0000S900,2001.12,34281,NZDm,Expenditure GDP (quarterly),Nominal Gross Domestic Product (GDP),GDE.Q.EY.NA
SNEQ.SG15AB06NR00ANA0000S500,2001.12,17594,NZDm,Household disposable income (quarterly),Household disposable income,HHAL.QC4
SNEQ.SG15AD041P00AFL0471S500,2001.12,1275,NZDm,Interest payments on housing loans (including rental properties),Memo item: Household debt servicing (quarterly),HHAL.QD2.ZZH1
SNEQ.SG15AD041P00AFL0481S500,2001.12,335,NZDm,Interest payments on consumer loans,Memo item: Household debt servicing (quarterly),HHAL.QD2.ZZH2
SNEQ.SG15AD041P00ANA0000S500,2001.12,1610,NZDm,Total interest payments,Memo item: Household debt servicing (quarterly),HHAL.QD2.ZZH
SNEQ.SG15AD041P00ANA0000S500N,2001.12,9,%,Total interest payments as a percentage of household disposable income,Memo item: Household debt servicing (quarterly),HHAL.QR7.ZZH
SNEQ.SG15ALE00000AFA0000S500,2001.12,358140,NZDm,Household financial assets,Household net financial wealth,HHAL.QA
SNEQ.SG15ALE00000AFA0000S500N,2001.12,520,%,Household financial assets,As a percentage of household disposable income,HHAL.QR1
SNEQ.SG15ALE00000AFA0586S500,2001.12,144370,NZDm,Net equity in housing,Net equity in housing,HHAL.QC2
SNEQ.SG15ALE00000AFA0586S500N,2001.12,210,%,Net equity in housing,As a percentage of household disposable income,HHAL.QR5
SNEQ.SG15ALE00000AFL0000S500,2001.12,63463,NZDm,Household financial liabilities,Household net financial wealth,HHAL.QB
SNEQ.SG15ALE00000AFL0000S500N,2001.12,92,%,Household financial liabilities,As a percentage of household disposable income,HHAL.QR2
SNEQ.SG15ALE00000AFL0461S500,2001.12,50133,NZDm,Housing loans,Net equity in housing,HHAL.QB11
SNEQ.SG15ALE00000AFL7000S500,2001.12,83917,NZDm,Household financial liabilities (including rental properties),Memo item: Household debt including rental properties,HHAL.QM21
SNEQ.SG15ALE00000AFL7000S500N,2001.12,122,%,Household financial liabilities (including rental properties) as a percentage of household disposable income,Memo item: Household debt including rental properties,HHAL.QM23
SNEQ.SG15ALE00000AN60000S500,2001.12,194503,NZDm,Housing and land value,Household net wealth,HHAL.QC6
SNEQ.SG15ALE00000AN60000S500N,2001.12,282,%,Housing and land value,As a percentage of household disposable income,HHAL.QR4
SNEQ.SG15ALE00000B900000S500,2001.12,489180,NZDm,Household net wealth,Household net wealth,HHAL.QC3
SNEQ.SG15ALE00000B900000S500N,2001.12,710,%,Household net wealth,As a percentage of household disposable income,HHAL.QR6
SNEQ.SG15ALE00000B910000S500,2001.12,294677,NZDm,Household net financial wealth,Household net financial wealth,HHAL.QC5
SNEQ.SG15ALE00000B910000S500N,2001.12,428,%,Household net financial wealth,As a percentage of household disposable income,HHAL.QR3
DDEQ.SHA,2002.03,1439300,no,Number of households (at end of quarter),Housing stock,PDWEL.Q.H1.na
DDEQ.SKA,2002.03,1526800,no,Number of private dwellings (at end of quarter),Housing stock,PDWEL.Q.D1.na
SNEA.SG15AB01GE00ANA0000S900,2002.03,128712,NZDm,Expenditure GDP (annual),Nominal Gross Domestic Product (GDP),NATE.Y.E0Y.na
SNEA.SG15AB01GP00ANA0000S900,2002.03,128712,NZDm,Production GDP (annual),Nominal Gross Domestic Product (GDP),NATA.Y.G0.na
SNEA.SG15AB06NR00ANA0000S500,2002.03,69933,NZDm,Household disposable income (year ended),Household disposable income,HHAL.QC4rt12
SNEA.SG15AD041P00AFL0471S500,2002.03,5179,NZDm,Interest payments on housing loans (including rental properties),Memo item: Household debt servicing (year ended),HHAL.QD2.ZZH1rt12
SNEA.SG15AD041P00AFL0481S500,2002.03,1313,NZDm,Interest payments on consumer loans,Memo item: Household debt servicing (year ended),HHAL.QD2.ZZH2rt12
SNEA.SG15AD041P00ANA0000S500,2002.03,6492,NZDm,Total interest payments,Memo item: Household debt servicing (year ended),HHAL.QD2.ZZHrt12
SNEA.SG15AD041P00ANA0000S500N,2002.03,9,%,Total interest payments as a percentage of household disposable income,Memo item: Household debt servicing (year ended),HHAL.QR7.ZZHrt12
SNEQ.SG15AB01GE00ANA0000S900,2002.03,33097,NZDm,Expenditure GDP (quarterly),Nominal Gross Domestic Product (GDP),GDE.Q.EY.NA
SNEQ.SG15AB06NR00ANA0000S500,2002.03,17692,NZDm,Household disposable income (quarterly),Household disposable income,HHAL.QC4
SNEQ.SG15AD041P00AFL0471S500,2002.03,1254,NZDm,Interest payments on housing loans (including rental properties),Memo item: Household debt servicing (quarterly),HHAL.QD2.ZZH1
SNEQ.SG15AD041P00AFL0481S500,2002.03,329,NZDm,Interest payments on consumer loans,Memo item: Household debt servicing (quarterly),HHAL.QD2.ZZH2
SNEQ.SG15AD041P00ANA0000S500,2002.03,1583,NZDm,Total interest payments,Memo item: Household debt servicing (quarterly),HHAL.QD2.ZZH
SNEQ.SG15AD041P00ANA0000S500N,2002.03,9,%,Total interest payments as a percentage of household disposable income,Memo item: Household debt servicing (quarterly),HHAL.QR7.ZZH
SNEQ.SG15ALE00000AFA0000S500,2002.03,360208,NZDm,Household financial assets,Household net financial wealth,HHAL.QA
SNEQ.SG15ALE00000AFA0000S500N,2002.03,515,%,Household financial assets,As a percentage of household disposable income,HHAL.QR1
SNEQ.SG15ALE00000AFA0586S500,2002.03,149610,NZDm,Net equity in housing,Net equity in housing,HHAL.QC2
SNEQ.SG15ALE00000AFA0586S500N,2002.03,214,%,Net equity in housing,As a percentage of household disposable income,HHAL.QR5
SNEQ.SG15ALE00000AFL0000S500,2002.03,64614,NZDm,Household financial liabilities,Household net financial wealth,HHAL.QB
SNEQ.SG15ALE00000AFL0000S500N,2002.03,92,%,Household financial liabilities,As a percentage of household disposable income,HHAL.QR2
SNEQ.SG15ALE00000AFL0461S500,2002.03,51271,NZDm,Housing loans,Net equity in housing,HHAL.QB11
SNEQ.SG15ALE00000AFL7000S500,2002.03,85524,NZDm,Household financial liabilities (including rental properties),Memo item: Household debt including rental properties,HHAL.QM21
